LOC_X,LOC_Y,SHOT_MADE,GAME_DATE
16.9,3.45,FALSE,01-09-2004
-14.4,3.85,FALSE,01-09-2004
-6.7,9.75,FALSE,01-09-2004
17.7,3.65,FALSE,01-09-2004
0.3,25.95,FALSE,01-09-2004
14.5,9.25,FALSE,01-09-2004
11.3,19.35,FALSE,01-09-2004
17.4,15.45,FALSE,01-07-2004
14,19.75,TRUE,01-07-2004
0.2,15.65,TRUE,01-07-2004
1.6,12.45,TRUE,01-07-2004
-0,5.25,FALSE,01-07-2004
5.7,24.15,FALSE,01-07-2004
-0,5.25,TRUE,01-07-2004
13.6,15.65,FALSE,01-07-2004
1,25.95,FALSE,01-07-2004
-0,32.35,FALSE,01-07-2004
0.6,23.55,FALSE,01-07-2004
-0,5.25,FALSE,01-07-2004
-0,5.25,TRUE,01-07-2004
-0,5.25,TRUE,01-07-2004
-0,5.25,TRUE,01-07-2004
-1.6,11.65,FALSE,01-07-2004
-0,5.25,FALSE,01-07-2004
17.4,16.25,TRUE,01-07-2004
-16.4,24.95,FALSE,01-05-2004
-0,5.25,FALSE,01-05-2004
1.5,8.75,FALSE,01-05-2004
18.6,24.45,FALSE,01-05-2004
-0,5.25,TRUE,01-05-2004
-0,5.25,TRUE,01-05-2004
24,2.85,FALSE,01-05-2004
16.3,12.65,TRUE,01-05-2004
-0,5.25,TRUE,01-05-2004
-0,5.25,TRUE,01-05-2004
13,15.65,FALSE,01-05-2004
-0,5.25,TRUE,01-05-2004
-0,5.25,FALSE,01-05-2004
19.2,2.95,FALSE,01-05-2004
10.7,8.85,FALSE,01-05-2004
-0,5.25,FALSE,01-05-2004
0.6,12.05,FALSE,01-05-2004
16.8,13.45,FALSE,01-05-2004
-0,5.25,FALSE,12-12-2003
19.4,24.85,FALSE,12-12-2003
21,21.85,TRUE,12-12-2003
-0,5.25,TRUE,12-12-2003
19.5,25.15,FALSE,12-12-2003
12.3,19.25,FALSE,12-12-2003
-4.4,30.25,FALSE,12-12-2003
-0,5.25,FALSE,12-12-2003
-0,5.25,FALSE,12-12-2003
-0,5.25,TRUE,12-12-2003
15.6,18.25,FALSE,12-12-2003
-0,5.25,FALSE,12-12-2003
-0,5.25,FALSE,12-12-2003
-0,5.25,FALSE,12-12-2003
-0,5.25,FALSE,12-12-2003
-0,5.25,TRUE,12-12-2003
-11.8,2.45,TRUE,12-12-2003
15.8,10.15,FALSE,12-12-2003
-0,5.25,FALSE,12-12-2003
-0.1,30.95,TRUE,12-12-2003
-13.8,17.05,FALSE,12-12-2003
5.2,6.45,FALSE,12-12-2003
-11.3,18.95,TRUE,12-05-2003
11,20.25,FALSE,12-05-2003
6.1,14.15,FALSE,12-05-2003
17.1,23.05,TRUE,12-05-2003
2.9,10.15,FALSE,12-05-2003
-0,5.25,TRUE,12-05-2003
-17.6,23.35,TRUE,12-05-2003
-18.6,21.85,FALSE,12-05-2003
-3.3,20.25,FALSE,12-05-2003
-11.5,20.85,FALSE,12-05-2003
-15.6,24.65,TRUE,12-05-2003
15.8,24.35,FALSE,12-05-2003
18.2,4.45,FALSE,12-05-2003
-0,5.25,FALSE,12-05-2003
18.9,22.05,TRUE,12-05-2003
6.7,9.35,FALSE,12-05-2003
15.1,15.75,FALSE,12-05-2003
-23.8,5.15,FALSE,12-05-2003
-20,20.25,FALSE,12-05-2003
-13,18.25,FALSE,12-05-2003
19.4,5.25,FALSE,12-05-2003
14.1,5.25,FALSE,12-05-2003
14,26.45,TRUE,12-05-2003
16.9,4.45,TRUE,12-04-2003
-12.1,16.15,FALSE,12-04-2003
0.2,14.65,TRUE,12-04-2003
-16.9,5.25,FALSE,12-04-2003
-0,5.25,TRUE,12-04-2003
20.7,23.05,FALSE,12-04-2003
-0,5.25,TRUE,12-04-2003
2.1,24.15,TRUE,12-04-2003
1.8,5.25,TRUE,12-04-2003
-14.3,11.35,TRUE,12-04-2003
18.1,6.05,FALSE,12-04-2003
-0,5.25,FALSE,12-04-2003
5.2,18.95,FALSE,12-04-2003
1,15.15,FALSE,12-04-2003
18.6,23.55,FALSE,12-04-2003
-0,5.25,FALSE,12-04-2003
-0,5.25,TRUE,12-04-2003
-0,5.25,FALSE,12-04-2003
-9.4,19.75,TRUE,12-04-2003
22.8,18.45,FALSE,12-04-2003
-0,5.25,TRUE,12-04-2003
14.9,6.55,FALSE,12-04-2003
-0.1,12.45,TRUE,12-04-2003
-0,5.25,TRUE,12-04-2003
24,15.45,FALSE,12-04-2003
-0,5.25,FALSE,12-04-2003
9,17.55,TRUE,12-04-2003
18.4,3.35,FALSE,12-04-2003
-0,5.25,TRUE,12-04-2003
-0,5.25,FALSE,12-02-2003
-0,5.25,FALSE,12-02-2003
-0,5.25,FALSE,12-02-2003
-16.4,7.05,FALSE,12-02-2003
20.4,23.05,FALSE,12-02-2003
-0,5.25,TRUE,12-02-2003
18.7,7.05,FALSE,12-02-2003
-7.1,7.55,FALSE,12-02-2003
-0,5.25,FALSE,12-02-2003
2,12.95,TRUE,12-02-2003
19.9,23.15,FALSE,12-02-2003
-0,5.25,FALSE,12-02-2003
20.2,23.15,TRUE,12-02-2003
19.5,23.05,FALSE,12-02-2003
-0,5.25,TRUE,12-02-2003
-0,5.25,FALSE,12-02-2003
18.6,5.95,FALSE,12-02-2003
-7.2,29.95,FALSE,12-02-2003
-18.9,23.55,FALSE,12-02-2003
11.7,10.85,TRUE,12-02-2003
-0,5.25,FALSE,12-02-2003
-0,5.25,FALSE,12-02-2003
-0,5.25,FALSE,12-02-2003
-0,5.25,FALSE,12-02-2003
-0,5.25,TRUE,12-02-2003
-0,5.25,FALSE,12-02-2003
-0,5.25,FALSE,12-02-2003
-0,5.25,TRUE,12-02-2003
13,3.65,TRUE,12-02-2003
-0,5.25,FALSE,12-02-2003
-0,5.25,FALSE,12-02-2003
11.3,19.05,FALSE,12-02-2003
15.4,26.95,FALSE,11-29-2003
15.4,3.65,TRUE,11-29-2003
-16.6,12.35,TRUE,11-29-2003
16.4,13.15,TRUE,11-29-2003
-0,5.25,FALSE,11-29-2003
6.2,6.75,TRUE,11-29-2003
-5.9,4.65,FALSE,11-29-2003
-0,5.25,FALSE,11-29-2003
-16.7,7.25,FALSE,11-29-2003
20.7,20.85,TRUE,11-29-2003
-0,5.25,FALSE,11-29-2003
21,23.05,TRUE,11-29-2003
-18.1,3.95,TRUE,11-29-2003
18.2,24.15,TRUE,11-29-2003
12.6,16.25,TRUE,11-29-2003
-14.3,15.65,TRUE,11-29-2003
-17.6,25.15,FALSE,11-29-2003
-13.6,17.75,TRUE,11-29-2003
16.8,7.85,TRUE,11-29-2003
-0,5.25,TRUE,11-29-2003
21.7,21.65,FALSE,11-29-2003
5.9,26.75,FALSE,11-29-2003
-0,12.15,TRUE,11-29-2003
-9.8,15.45,TRUE,11-29-2003
16.3,8.75,TRUE,11-29-2003
7.7,8.75,TRUE,11-29-2003
19.9,21.25,TRUE,11-29-2003
-0,5.25,FALSE,11-29-2003
-0,5.25,FALSE,11-29-2003
0.3,11.85,FALSE,11-29-2003
-0,5.25,TRUE,11-29-2003
-0,5.25,TRUE,11-29-2003
17.1,5.45,FALSE,11-29-2003
15.1,4.95,FALSE,11-29-2003
7.9,7.25,FALSE,11-28-2003
-12.1,23.65,FALSE,11-28-2003
-1.3,5.95,TRUE,11-28-2003
1.1,8.75,FALSE,11-28-2003
1,7.85,TRUE,11-28-2003
0.2,6.25,FALSE,11-28-2003
-2.8,5.95,FALSE,11-28-2003
-4.6,7.85,FALSE,11-28-2003
5.7,16.75,FALSE,11-28-2003
0.6,14.45,FALSE,11-28-2003
-0.1,25.65,TRUE,11-28-2003
-15.6,9.35,FALSE,11-28-2003
-0.6,9.25,FALSE,11-28-2003
-1,7.45,FALSE,11-28-2003
0.2,12.15,FALSE,11-28-2003
7.2,22.35,FALSE,11-28-2003
-0,9.35,FALSE,11-28-2003
16.9,5.95,FALSE,11-28-2003
-15.3,12.95,TRUE,11-28-2003
-16.9,7.25,FALSE,11-26-2003
-18.4,6.55,TRUE,11-26-2003
-13.5,15.95,TRUE,11-26-2003
18.9,23.15,TRUE,11-26-2003
24.1,17.45,FALSE,11-26-2003
-0,5.25,FALSE,11-26-2003
21.4,19.55,TRUE,11-26-2003
17.9,25.65,FALSE,11-26-2003
-1.5,25.95,FALSE,11-26-2003
-0,5.25,TRUE,11-26-2003
15.6,12.45,TRUE,11-26-2003
-0,5.25,TRUE,11-26-2003
-0,5.25,TRUE,11-26-2003
-0,5.25,TRUE,11-26-2003
-0,5.25,TRUE,11-26-2003
-0,5.25,FALSE,11-26-2003
-0,5.25,FALSE,11-26-2003
-0,5.25,FALSE,11-26-2003
12.3,11.85,FALSE,11-26-2003
2.3,12.35,FALSE,11-26-2003
12,12.65,TRUE,11-26-2003
15.3,11.85,FALSE,11-26-2003
2.8,11.55,TRUE,11-26-2003
0.5,31.85,FALSE,11-25-2003
21.5,20.35,FALSE,11-25-2003
-11.8,3.95,FALSE,11-25-2003
-10.7,10.15,FALSE,11-25-2003
18.1,23.95,FALSE,11-25-2003
15.9,25.65,TRUE,11-25-2003
15.8,3.45,TRUE,11-25-2003
6.2,19.05,TRUE,11-25-2003
-9.2,15.75,FALSE,11-25-2003
8.9,29.05,FALSE,11-25-2003
-12.6,12.45,FALSE,11-25-2003
-0,5.25,TRUE,11-25-2003
-0,5.25,TRUE,11-25-2003
-0,5.25,FALSE,11-25-2003
3.3,9.85,TRUE,11-25-2003
-5.9,4.75,FALSE,11-25-2003
-15.8,10.35,FALSE,11-25-2003
-5.7,5.45,TRUE,11-25-2003
1.3,24.65,FALSE,11-25-2003
0.5,8.05,TRUE,11-25-2003
-6.7,9.05,FALSE,11-25-2003
8.9,33.05,FALSE,11-25-2003
7.5,22.15,TRUE,11-25-2003
-0,5.25,FALSE,11-25-2003
-0.6,31.05,TRUE,11-25-2003
-1.3,8.05,FALSE,11-25-2003
-0,5.25,FALSE,11-25-2003
16.3,7.25,FALSE,11-25-2003
18.1,10.55,TRUE,11-25-2003
13.5,11.65,TRUE,11-25-2003
3.3,12.45,FALSE,11-22-2003
-0,5.25,TRUE,11-22-2003
11.2,8.85,FALSE,11-22-2003
20.7,19.25,FALSE,11-22-2003
-13.6,19.85,TRUE,11-22-2003
-0,5.25,TRUE,11-22-2003
17.9,4.65,FALSE,11-22-2003
-0,5.25,FALSE,11-22-2003
8.2,17.25,FALSE,11-22-2003
17.4,2.65,TRUE,11-22-2003
4.6,12.65,TRUE,11-22-2003
4.9,16.95,FALSE,11-22-2003
13.1,2.15,TRUE,11-22-2003
19.1,21.65,FALSE,11-22-2003
-0,5.25,TRUE,11-22-2003
-18.9,6.75,FALSE,11-22-2003
21.2,17.55,TRUE,11-22-2003
-0,5.25,FALSE,11-22-2003
7.5,11.85,FALSE,11-22-2003
15.6,12.35,FALSE,11-22-2003
-0,5.25,TRUE,11-22-2003
-9.7,19.55,FALSE,11-22-2003
9.5,5.25,FALSE,11-22-2003
5.1,17.45,FALSE,11-21-2003
-0,5.25,FALSE,11-21-2003
-0,5.25,TRUE,11-21-2003
-0,5.25,FALSE,11-21-2003
17.7,8.35,TRUE,11-21-2003
24.1,2.95,TRUE,11-21-2003
-1.3,10.05,TRUE,11-21-2003
-17.4,10.85,FALSE,11-21-2003
17.9,9.55,FALSE,11-21-2003
17.2,6.45,FALSE,11-21-2003
-0,5.25,TRUE,11-21-2003
-0,5.25,FALSE,11-21-2003
-22.8,3.85,FALSE,11-21-2003
19.5,6.25,FALSE,11-21-2003
-0,5.25,FALSE,11-21-2003
6.9,14.45,FALSE,11-21-2003
-0,5.25,FALSE,11-21-2003
-10.5,18.55,FALSE,11-21-2003
-6.6,13.45,FALSE,11-21-2003
19.9,23.15,FALSE,11-21-2003
16.9,14.35,TRUE,11-21-2003
16.8,4.15,FALSE,11-21-2003
-11.8,4.65,FALSE,11-21-2003
-0,5.25,TRUE,11-21-2003
20.2,9.35,TRUE,11-21-2003
18.4,14.35,FALSE,11-17-2003
-10,8.35,TRUE,11-17-2003
1.1,21.35,FALSE,11-17-2003
-1.3,21.35,FALSE,11-17-2003
-0,5.25,FALSE,11-17-2003
18.2,22.65,FALSE,11-17-2003
15.4,26.45,FALSE,11-17-2003
-0,5.25,FALSE,11-17-2003
-0,5.25,FALSE,11-17-2003
-0,5.25,FALSE,11-17-2003
11.5,23.15,FALSE,11-17-2003
-0,5.25,TRUE,11-17-2003
-4.3,16.95,TRUE,11-17-2003
-1.1,23.65,FALSE,11-17-2003
-0,5.25,FALSE,11-17-2003
-23.5,9.35,FALSE,11-17-2003
3.7,8.15,TRUE,11-17-2003
-12,5.15,FALSE,11-17-2003
14.5,6.75,FALSE,11-17-2003
-9.8,20.75,FALSE,11-15-2003
6.4,24.35,FALSE,11-15-2003
17.4,19.75,FALSE,11-15-2003
15.1,4.65,TRUE,11-15-2003
13,8.75,TRUE,11-15-2003
-0,8.25,FALSE,11-15-2003
0.5,10.05,TRUE,11-15-2003
19.5,5.45,TRUE,11-15-2003
-5.1,5.25,FALSE,11-15-2003
-14,9.05,FALSE,11-15-2003
-0,3.65,FALSE,11-15-2003
3.6,25.95,FALSE,11-15-2003
-1.5,5.55,TRUE,11-15-2003
1.6,5.65,FALSE,11-15-2003
-15.1,6.75,FALSE,11-15-2003
17.2,2.95,FALSE,11-15-2003
14.6,6.95,TRUE,11-15-2003
-3.1,6.25,FALSE,11-15-2003
14.1,25.15,FALSE,11-15-2003
6.2,6.25,TRUE,11-15-2003
5.6,11.35,FALSE,11-15-2003
-18.4,28.75,FALSE,11-15-2003
-0.1,5.35,FALSE,11-15-2003
-2,5.55,FALSE,11-15-2003
-13,7.75,FALSE,11-15-2003
20.9,12.05,FALSE,11-15-2003
14.9,17.05,FALSE,11-15-2003
-7.5,3.95,FALSE,11-15-2003
-0.8,6.25,TRUE,11-15-2003
0.3,11.35,TRUE,11-14-2003
19.1,4.35,FALSE,11-14-2003
7.9,3.35,TRUE,11-14-2003
-0,5.25,TRUE,11-14-2003
16.9,12.85,FALSE,11-14-2003
16.3,10.85,TRUE,11-14-2003
-0,5.25,TRUE,11-14-2003
-0,5.25,TRUE,11-14-2003
20.4,7.75,FALSE,11-14-2003
-10,8.75,TRUE,11-14-2003
1,8.85,FALSE,11-14-2003
11.7,9.25,TRUE,11-14-2003
13.6,12.45,FALSE,11-14-2003
3.9,8.85,FALSE,11-14-2003
-0,5.25,TRUE,11-14-2003
-0,5.25,TRUE,11-14-2003
-0,5.25,FALSE,11-14-2003
-0,5.25,TRUE,11-14-2003
-0,5.25,FALSE,11-14-2003
15.3,24.95,FALSE,11-14-2003
-0,5.25,FALSE,11-14-2003
-0,5.25,FALSE,11-14-2003
-0,9.75,FALSE,11-14-2003
16.6,25.35,FALSE,11-14-2003
10.5,17.95,TRUE,11-14-2003
-7.5,18.95,FALSE,11-14-2003
17.7,23.65,FALSE,11-14-2003
-1.6,4.95,FALSE,11-11-2003
12.8,11.85,FALSE,11-11-2003
5.1,19.75,FALSE,11-11-2003
-5.2,5.45,TRUE,11-11-2003
2.8,5.25,TRUE,11-11-2003
-6.7,4.95,FALSE,11-11-2003
-3.8,5.75,FALSE,11-11-2003
-1.8,5.95,TRUE,11-11-2003
20.4,7.85,TRUE,11-11-2003
22.8,4.65,FALSE,11-11-2003
-10.8,12.15,FALSE,11-11-2003
-8.5,4.45,FALSE,11-11-2003
-0.6,7.55,FALSE,11-11-2003
-5.1,5.25,FALSE,11-11-2003
-8,6.45,TRUE,11-11-2003
-2,5.75,FALSE,11-11-2003
16.8,11.55,FALSE,11-11-2003
18.6,11.55,FALSE,11-11-2003
12.5,28.15,TRUE,11-11-2003
-4.4,7.55,TRUE,11-11-2003
19.2,2.45,FALSE,11-11-2003
9.5,10.15,TRUE,11-11-2003
6.4,16.95,TRUE,11-11-2003
-0,5.15,TRUE,11-11-2003
-0,5.45,TRUE,11-11-2003
-15.1,26.25,TRUE,11-11-2003
16.9,6.55,FALSE,11-11-2003
19.1,2.15,FALSE,11-11-2003
-4.7,6.95,FALSE,11-11-2003
-0,5.25,TRUE,11-09-2003
20.2,14.75,FALSE,11-09-2003
-0,5.25,FALSE,11-09-2003
-19,9.05,TRUE,11-09-2003
-0,5.25,TRUE,11-09-2003
17.6,10.05,TRUE,11-09-2003
-17.9,25.15,FALSE,11-09-2003
17.9,10.65,FALSE,11-09-2003
16.1,27.15,TRUE,11-09-2003
17.2,15.25,FALSE,11-09-2003
16.3,16.65,TRUE,11-09-2003
-0.8,24.95,TRUE,11-09-2003
-13.5,16.75,FALSE,11-09-2003
-0,5.25,TRUE,11-09-2003
-0,5.25,TRUE,11-09-2003
-1.6,25.95,FALSE,11-09-2003
18.6,3.65,FALSE,11-09-2003
-0,5.25,TRUE,11-09-2003
-0,5.25,TRUE,11-09-2003
-3.8,21.55,FALSE,11-09-2003
16.3,3.15,FALSE,11-09-2003
24.1,4.45,FALSE,11-09-2003
-0,5.25,TRUE,11-09-2003
-0,5.25,FALSE,11-09-2003
-0,5.25,TRUE,11-09-2003
-14.1,25.45,TRUE,11-09-2003
6.6,12.85,FALSE,11-09-2003
-0,5.25,FALSE,11-09-2003
-0,5.25,TRUE,11-09-2003
-11.8,19.55,FALSE,11-09-2003
18.7,9.55,TRUE,11-07-2003
-9.5,8.55,FALSE,11-07-2003
-5.4,15.45,FALSE,11-07-2003
-1,22.65,TRUE,11-07-2003
3.8,20.75,TRUE,11-07-2003
16.4,5.75,FALSE,11-07-2003
18.2,21.85,FALSE,11-07-2003
-15.8,11.35,FALSE,11-07-2003
18.4,4.35,TRUE,11-07-2003
-12,19.55,TRUE,11-07-2003
-4.7,20.75,FALSE,11-07-2003
-0,5.25,TRUE,11-07-2003
7.2,24.85,FALSE,11-07-2003
-0,5.25,TRUE,11-07-2003
19.7,4.35,TRUE,11-07-2003
-0,5.25,TRUE,11-07-2003
-0,5.25,TRUE,11-07-2003
-15.3,13.15,FALSE,11-07-2003
-0,5.25,TRUE,11-07-2003
-14.6,4.75,FALSE,11-07-2003
16.3,13.95,FALSE,11-07-2003
-0,5.25,FALSE,11-05-2003
-18.1,11.35,FALSE,11-05-2003
15.9,25.85,FALSE,11-05-2003
21.2,22.65,FALSE,11-05-2003
20.9,23.55,FALSE,11-05-2003
-10.8,17.25,TRUE,11-05-2003
-0,5.25,TRUE,11-05-2003
-16.7,25.65,FALSE,11-05-2003
17.9,23.85,FALSE,11-05-2003
18.7,21.05,TRUE,11-05-2003
-0,5.25,TRUE,11-05-2003
-0,5.25,FALSE,11-05-2003
-7.1,8.05,FALSE,11-05-2003
-3.3,7.55,TRUE,11-05-2003
13.3,28.95,FALSE,11-05-2003
11,12.05,FALSE,11-05-2003
15.6,5.25,FALSE,11-05-2003
11.2,19.05,FALSE,11-05-2003
-0,5.25,TRUE,11-05-2003
-0,5.25,TRUE,11-05-2003
19.1,22.55,FALSE,11-05-2003
15.4,16.25,TRUE,11-05-2003
0.2,30.25,FALSE,11-05-2003
-12.1,19.75,TRUE,11-05-2003
-0,5.25,FALSE,11-03-2003
19.5,5.75,TRUE,11-03-2003
10,25.15,FALSE,11-03-2003
-13.8,17.95,TRUE,11-03-2003
20.9,17.55,FALSE,11-03-2003
21.5,7.75,TRUE,11-03-2003
-0,5.25,TRUE,11-03-2003
-0,5.25,TRUE,11-03-2003
22.5,3.95,FALSE,11-03-2003
-18.4,6.55,FALSE,11-03-2003
19.5,20.05,TRUE,11-03-2003
-0,5.25,TRUE,11-03-2003
-13.8,19.25,FALSE,11-03-2003
12.8,5.25,TRUE,11-03-2003
19.2,4.45,TRUE,11-03-2003
-16.4,10.35,TRUE,11-03-2003
-16.9,7.05,FALSE,11-03-2003
6.7,28.75,FALSE,11-03-2003
-16.3,12.05,FALSE,11-03-2003
19.5,19.85,TRUE,11-03-2003
-0,5.25,TRUE,11-01-2003
-0,5.25,TRUE,11-01-2003
15.1,18.55,TRUE,11-01-2003
19.2,44.75,FALSE,11-01-2003
-3.6,9.55,FALSE,11-01-2003
2.1,26.65,FALSE,11-01-2003
13,4.35,TRUE,11-01-2003
20.2,21.55,TRUE,11-01-2003
-16.7,25.35,FALSE,11-01-2003
-16.7,6.05,FALSE,11-01-2003
15.1,3.15,FALSE,11-01-2003
18.6,3.15,FALSE,11-01-2003
-0.5,6.25,TRUE,11-01-2003
8.7,22.85,FALSE,11-01-2003
-3.3,8.25,FALSE,11-01-2003
13.5,27.45,FALSE,11-01-2003
14.3,27.45,TRUE,11-01-2003
-0,5.25,TRUE,10-31-2003
-0.6,10.85,FALSE,10-31-2003
-0,5.25,TRUE,10-31-2003
-0,5.25,TRUE,10-31-2003
-0,5.25,FALSE,10-31-2003
3.9,23.85,TRUE,10-31-2003
6.2,15.15,FALSE,10-31-2003
17.4,6.25,FALSE,10-31-2003
-12.5,5.95,TRUE,10-31-2003
15.4,5.95,FALSE,10-31-2003
-19.4,20.75,FALSE,10-31-2003
8.9,22.15,TRUE,10-31-2003
-0,5.25,TRUE,10-31-2003
13.5,11.15,FALSE,10-31-2003
-0,5.25,FALSE,10-31-2003
14.3,21.85,FALSE,10-31-2003
-0,5.25,TRUE,10-31-2003
-15.4,25.15,FALSE,10-31-2003
-14.8,4.65,TRUE,10-31-2003
-0,5.25,FALSE,10-31-2003
20.2,20.85,FALSE,10-31-2003
17.2,6.05,FALSE,10-31-2003
-0,25.65,TRUE,10-31-2003
11.3,30.25,TRUE,10-28-2003
-5.6,6.95,FALSE,10-28-2003
-0,5.25,TRUE,10-28-2003
0.3,25.15,FALSE,10-28-2003
5.6,30.25,FALSE,10-28-2003
18.2,24.95,TRUE,10-28-2003
-0,5.25,TRUE,10-28-2003
17.2,25.85,TRUE,10-28-2003
18.1,29.55,FALSE,10-28-2003
20.2,24.15,FALSE,10-28-2003
16.9,14.95,FALSE,10-28-2003
-0,5.25,FALSE,10-28-2003
20.2,23.65,FALSE,10-28-2003
0.3,18.55,FALSE,10-28-2003
0.2,27.25,FALSE,10-28-2003
-3.3,30.05,FALSE,10-28-2003
-5.7,17.95,FALSE,10-28-2003
-0.5,30.55,FALSE,10-28-2003
-6.7,24.95,TRUE,10-28-2003
-0,5.25,TRUE,10-28-2003
13.1,9.35,FALSE,10-28-2003
19.2,23.15,FALSE,10-28-2003
7.5,4.65,TRUE,10-28-2003
17.6,25.15,FALSE,10-28-2003
3.1,25.45,TRUE,10-28-2003
